date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2018-08-01,1.93,,2.03,,2.22,2.45,2.67,2.78,2.87,2.96,3.0,3.07,3.13
2018-08-02,1.89,,2.02,,2.22,2.45,2.66,2.76,2.85,2.93,2.98,3.06,3.12
2018-08-03,1.9,,2.01,,2.23,2.43,2.63,2.74,2.82,2.91,2.95,3.03,3.09
2018-08-06,1.92,,2.05,,2.23,2.44,2.64,2.73,2.8,2.89,2.94,3.02,3.08
2018-08-07,1.96,,2.06,,2.23,2.45,2.68,2.76,2.84,2.92,2.98,3.06,3.12
2018-08-08,1.93,,2.06,,2.24,2.44,2.68,2.77,2.83,2.92,2.96,3.05,3.12
2018-08-09,1.91,,2.06,,2.25,2.44,2.64,2.74,2.8,2.89,2.93,3.01,3.08
2018-08-10,1.92,,2.05,,2.23,2.42,2.61,2.68,2.75,2.82,2.87,2.96,3.03
2018-08-13,1.93,,2.06,,2.22,2.42,2.61,2.68,2.75,2.82,2.88,2.97,3.05
2018-08-14,1.96,,2.08,,2.25,2.44,2.63,2.71,2.77,2.84,2.89,2.98,3.06
2018-08-15,1.96,,2.07,,2.23,2.45,2.61,2.68,2.73,2.81,2.86,2.95,3.03
2018-08-16,1.96,,2.07,,2.24,2.45,2.63,2.7,2.75,2.82,2.87,2.95,3.03
2018-08-17,1.95,,2.05,,2.24,2.44,2.61,2.68,2.75,2.82,2.87,2.95,3.03
2018-08-20,1.93,,2.06,,2.25,2.43,2.6,2.65,2.7,2.77,2.82,2.91,2.99
2018-08-21,1.94,,2.08,,2.25,2.45,2.61,2.67,2.73,2.8,2.85,2.93,3.0
2018-08-22,1.95,,2.09,,2.24,2.43,2.6,2.65,2.7,2.77,2.82,2.91,2.99
2018-08-23,1.94,,2.08,,2.23,2.43,2.61,2.66,2.72,2.78,2.82,2.9,2.97
2018-08-24,1.95,,2.09,,2.25,2.44,2.63,2.68,2.72,2.78,2.82,2.89,2.97
2018-08-27,1.96,,2.12,,2.25,2.47,2.67,2.7,2.74,2.81,2.85,2.92,3.0
2018-08-28,1.96,,2.13,,2.28,2.47,2.67,2.73,2.77,2.84,2.88,2.96,3.03
2018-08-29,1.97,,2.13,,2.28,2.48,2.67,2.75,2.78,2.85,2.89,2.96,3.02
2018-08-30,1.97,,2.11,,2.28,2.47,2.64,2.72,2.75,2.82,2.86,2.93,3.0
2018-08-31,1.95,,2.11,,2.28,2.46,2.62,2.7,2.74,2.81,2.86,2.95,3.02
