date,BC_1MONTH,BC_2MONTH,BC_3MONTH,BC_4MONTH,BC_6MONTH,BC_1YEAR,BC_2YEAR,BC_3YEAR,BC_5YEAR,BC_7YEAR,BC_10YEAR,BC_20YEAR,BC_30YEAR
2017-12-01,1.14,,1.27,,1.45,1.62,1.78,1.9,2.13,2.28,2.37,2.58,2.76
2017-12-04,1.16,,1.29,,1.45,1.66,1.8,1.93,2.15,2.29,2.37,2.58,2.77
2017-12-05,1.21,,1.3,,1.48,1.64,1.83,1.94,2.15,2.28,2.36,2.55,2.73
2017-12-06,1.18,,1.3,,1.48,1.68,1.78,1.92,2.11,2.25,2.33,2.53,2.71
2017-12-07,1.16,,1.29,,1.47,1.67,1.8,1.92,2.14,2.29,2.37,2.58,2.76
2017-12-08,1.14,,1.28,,1.45,1.65,1.8,1.92,2.14,2.29,2.38,2.59,2.77
2017-12-11,1.18,,1.33,,1.47,1.69,1.82,1.95,2.16,2.3,2.39,2.59,2.77
2017-12-12,1.26,,1.34,,1.49,1.7,1.83,1.95,2.18,2.32,2.4,2.6,2.79
2017-12-13,1.22,,1.3,,1.47,1.68,1.79,1.9,2.12,2.26,2.36,2.56,2.74
2017-12-14,1.21,,1.32,,1.48,1.7,1.82,1.92,2.14,2.27,2.35,2.53,2.71
2017-12-15,1.24,,1.31,,1.48,1.71,1.84,1.95,2.16,2.28,2.35,2.52,2.68
2017-12-18,1.26,,1.38,,1.51,1.7,1.84,1.94,2.17,2.3,2.39,2.57,2.74
2017-12-19,1.25,,1.37,,1.51,1.71,1.87,1.97,2.23,2.37,2.46,2.66,2.82
2017-12-20,1.22,,1.38,,1.51,1.72,1.87,1.98,2.24,2.4,2.49,2.71,2.88
2017-12-21,1.21,,1.35,,1.54,1.73,1.89,2.01,2.26,2.39,2.48,2.68,2.84
2017-12-22,1.15,,1.33,,1.54,1.73,1.91,2.01,2.26,2.4,2.48,2.68,2.83
2017-12-26,1.24,,1.47,,1.52,1.75,1.92,2.02,2.25,2.38,2.47,2.66,2.82
2017-12-27,1.18,,1.44,,1.53,1.75,1.89,1.99,2.22,2.34,2.42,2.59,2.75
2017-12-28,1.19,,1.39,,1.54,1.76,1.91,2.0,2.23,2.36,2.43,2.6,2.75
2017-12-29,1.28,,1.39,,1.53,1.76,1.89,1.98,2.2,2.33,2.4,2.58,2.74
